STATE CD,STATE,Month,No. of Tax Payers eligible to File,No. Tax Payers filed by Due Date,No. of Tax Payers filed after due date,Total Returns Filed,Filing %age as on 30th Apr 2025
29,Karnataka,2019-05-01T00:00:00Z,707340,464963,167141,632104,0.893635309752029
30,Goa,2019-05-01T00:00:00Z,33480,18371,10366,28737,0.858333333333333
31,Lakshadweep,2019-05-01T00:00:00Z,216,77,90,167,0.773148148148148
32,Kerala,2019-05-01T00:00:00Z,292465,170827,94509,265336,0.90724018258595
33,Tamil Nadu,2019-05-01T00:00:00Z,885438,551534,217149,768683,0.868138706493284
34,Puducherry,2019-05-01T00:00:00Z,20875,12002,5356,17358,0.831520958083832
35,Andaman and Nicobar Islands,2019-05-01T00:00:00Z,3772,1257,2099,3356,0.889713679745493
36,Telangana,2019-05-01T00:00:00Z,324349,180031,97750,277781,0.856426256902287
37,Andhra Pradesh,2019-05-01T00:00:00Z,279810,169929,73512,243441,0.870022515278225
38,Ladakh,2019-05-01T00:00:00Z,0,0,0,,0
97,Other Territory,2019-05-01T00:00:00Z,68,48,6,54,0.794117647058824
1,Jammu and Kashmir,2019-06-01T00:00:00Z,90874,58011,21633,79644,0.876422299007417
2,Himachal Pradesh,2019-06-01T00:00:00Z,88064,59218,18575,77793,0.883368913517442
3,Punjab,2019-06-01T00:00:00Z,308875,236113,46303,282416,0.914337515176042
4,Chandigarh,2019-06-01T00:00:00Z,27619,20687,5233,25920,0.938484376697201
5,Uttarakhand,2019-06-01T00:00:00Z,129422,81379,31889,113268,0.875183508213441
6,Haryana,2019-06-01T00:00:00Z,423764,289880,86695,376575,0.888643207068085
7,Delhi,2019-06-01T00:00:00Z,759157,461103,164526,625629,0.824110164300665
8,Rajasthan,2019-06-01T00:00:00Z,560439,380086,114145,494231,0.881864038726784
9,Uttar Pradesh,2019-06-01T00:00:00Z,1118687,769580,221662,991242,0.886076266194208
10,Bihar,2019-06-01T00:00:00Z,313451,174259,86389,260648,0.831543048195731
11,Sikkim,2019-06-01T00:00:00Z,7029,3767,2256,6023,0.85687864561104
12,Arunachal Pradesh,2019-06-01T00:00:00Z,11143,3632,4749,8381,0.752131382930988
13,Nagaland,2019-06-01T00:00:00Z,6463,2718,2423,5141,0.795451028933932
14,Manipur,2019-06-01T00:00:00Z,10941,4013,3682,7695,0.703317795448314
15,Mizoram,2019-06-01T00:00:00Z,5454,2519,1814,4333,0.794462779611294
16,Tripura,2019-06-01T00:00:00Z,24026,14633,5499,20132,0.837925580620994
17,Meghalaya,2019-06-01T00:00:00Z,24878,13738,6342,20080,0.807138837527132
18,Assam,2019-06-01T00:00:00Z,161175,70248,51163,121411,0.753286800062044
19,West Bengal,2019-06-01T00:00:00Z,593424,390452,131510,521962,0.879576828709321
20,Jharkhand,2019-06-01T00:00:00Z,149800,87020,41903,128923,0.860634178905207
21,Odisha,2019-06-01T00:00:00Z,219769,133474,62204,195678,0.890380353917068
22,Chhattisgarh,2019-06-01T00:00:00Z,104773,59363,37048,96411,0.92018936176305
23,Madhya Pradesh,2019-06-01T00:00:00Z,353290,229174,96817,325991,0.922729202638059
24,Gujarat,2019-06-01T00:00:00Z,877062,648228,161967,810195,0.923760235878421
25,Daman and Diu,2019-06-01T00:00:00Z,5816,3782,1695,5477,0.941712517193948
26,Dadra and Nagar Haveli,2019-06-01T00:00:00Z,8364,5257,2211,7468,0.892874222859876
27,Maharashtra,2019-06-01T00:00:00Z,1405014,868912,355758,1224670,0.871642560145308
29,Karnataka,2019-06-01T00:00:00Z,710827,476857,160030,636887,0.895980315885581
30,Goa,2019-06-01T00:00:00Z,33757,18735,10134,28869,0.855200402879403
31,Lakshadweep,2019-06-01T00:00:00Z,219,87,81,168,0.767123287671233
32,Kerala,2019-06-01T00:00:00Z,295913,177080,89888,266968,0.902184087890698
33,Tamil Nadu,2019-06-01T00:00:00Z,894344,566944,206212,773156,0.864495093610512
34,Puducherry,2019-06-01T00:00:00Z,20879,12169,5235,17404,0.833564825901624
35,Andaman and Nicobar Islands,2019-06-01T00:00:00Z,3826,1292,2087,3379,0.883167799268165
36,Telangana,2019-06-01T00:00:00Z,327844,187115,92253,279368,0.852136991983992
37,Andhra Pradesh,2019-06-01T00:00:00Z,281946,177091,67963,245054,0.869152249012222
38,Ladakh,2019-06-01T00:00:00Z,0,0,0,,0
97,Other Territory,2019-06-01T00:00:00Z,71,48,9,57,0.802816901408451
1,Jammu and Kashmir,2019-07-01T00:00:00Z,91798,24045,55432,79477,0.865781389572758
2,Himachal Pradesh,2019-07-01T00:00:00Z,89185,63275,15456,78731,0.882782979200538
3,Punjab,2019-07-01T00:00:00Z,310093,247086,36693,283779,0.915141586556291
4,Chandigarh,2019-07-01T00:00:00Z,27665,21850,4082,25932,0.937357672148925
5,Uttarakhand,2019-07-01T00:00:00Z,131061,86489,28025,114514,0.873745813018366
6,Haryana,2019-07-01T00:00:00Z,424544,307634,70749,378383,0.891269220622597
7,Delhi,2019-07-01T00:00:00Z,765931,490239,140239,630478,0.823152477181365
8,Rajasthan,2019-07-01T00:00:00Z,561513,402141,96165,498306,0.887434485043089
9,Uttar Pradesh,2019-07-01T00:00:00Z,1127309,821714,178343,1000057,0.887118793516241
10,Bihar,2019-07-01T00:00:00Z,317629,190532,74067,264599,0.833044211957976
11,Sikkim,2019-07-01T00:00:00Z,7130,4169,1966,6135,0.860448807854138
12,Arunachal Pradesh,2019-07-01T00:00:00Z,11396,4233,4315,8548,0.75008775008775
13,Nagaland,2019-07-01T00:00:00Z,6516,2991,2234,5225,0.801872314303254
14,Manipur,2019-07-01T00:00:00Z,10837,4656,3112,7768,0.716803543416075
15,Mizoram,2019-07-01T00:00:00Z,5617,2890,1549,4439,0.790279508634502
16,Tripura,2019-07-01T00:00:00Z,24393,15743,4654,20397,0.836182511376215
17,Meghalaya,2019-07-01T00:00:00Z,25640,15002,5646,20648,0.805304212168487
18,Assam,2019-07-01T00:00:00Z,163738,77507,45640,123147,0.752097863660238
19,West Bengal,2019-07-01T00:00:00Z,598953,411303,115153,526456,0.878960452656552
20,Jharkhand,2019-07-01T00:00:00Z,151023,94494,35737,130231,0.862325606033518
21,Odisha,2019-07-01T00:00:00Z,219972,147275,50566,197841,0.899391740767007
22,Chhattisgarh,2019-07-01T00:00:00Z,106003,65499,31786,97285,0.917757044611945
23,Madhya Pradesh,2019-07-01T00:00:00Z,356965,245834,82586,328420,0.920034177020156
24,Gujarat,2019-07-01T00:00:00Z,881026,679311,137033,816344,0.926583324442185
25,Daman and Diu,2019-07-01T00:00:00Z,5813,4026,1452,5478,0.942370548769998
26,Dadra and Nagar Haveli,2019-07-01T00:00:00Z,8417,5558,1952,7510,0.892241891410241
27,Maharashtra,2019-07-01T00:00:00Z,1409335,911723,320598,1232321,0.874398918638933
29,Karnataka,2019-07-01T00:00:00Z,713357,506954,137540,644494,0.903466286866184
30,Goa,2019-07-01T00:00:00Z,34090,19770,9315,29085,0.853182751540041
31,Lakshadweep,2019-07-01T00:00:00Z,224,91,80,171,0.763392857142857
32,Kerala,2019-07-01T00:00:00Z,298709,188243,81276,269519,0.902279476011771
33,Tamil Nadu,2019-07-01T00:00:00Z,899235,609457,170521,779978,0.867379494792796
34,Puducherry,2019-07-01T00:00:00Z,21076,13013,4504,17517,0.83113494021636
35,Andaman and Nicobar Islands,2019-07-01T00:00:00Z,3887,1405,1993,3398,0.874196038075637
36,Telangana,2019-07-01T00:00:00Z,331330,203099,80211,283310,0.855068964476504
37,Andhra Pradesh,2019-07-01T00:00:00Z,285278,191174,56287,247461,0.867438077945022
38,Ladakh,2019-07-01T00:00:00Z,0,0,0,,0
97,Other Territory,2019-07-01T00:00:00Z,74,50,9,59,0.797297297297297
1,Jammu and Kashmir,2019-08-01T00:00:00Z,92245,22247,57241,79488,0.861705241476503
2,Himachal Pradesh,2019-08-01T00:00:00Z,89648,59229,20009,79238,0.883879171872211
3,Punjab,2019-08-01T00:00:00Z,310860,232651,52162,284813,0.916209869394583
4,Chandigarh,2019-08-01T00:00:00Z,27609,20501,5440,25941,0.939584917961534
5,Uttarakhand,2019-08-01T00:00:00Z,131538,80958,34520,115478,0.877906004348553
6,Haryana,2019-08-01T00:00:00Z,425499,287072,93071,380143,0.893405154888731
7,Delhi,2019-08-01T00:00:00Z,767326,458504,175727,634231,0.82654699567068
8,Rajasthan,2019-08-01T00:00:00Z,560642,374398,126301,500699,0.893081502991214
9,Uttar Pradesh,2019-08-01T00:00:00Z,1128388,762734,244942,1007676,0.893022612789218
10,Bihar,2019-08-01T00:00:00Z,320572,173788,94174,267962,0.835887101805523
11,Sikkim,2019-08-01T00:00:00Z,7135,3808,2414,6222,0.872039243167484
12,Arunachal Pradesh,2019-08-01T00:00:00Z,11658,4030,4701,8731,0.748927774918511
13,Nagaland,2019-08-01T00:00:00Z,6646,2789,2519,5308,0.798675895275354
14,Manipur,2019-08-01T00:00:00Z,10702,4120,3684,7804,0.729209493552607
15,Mizoram,2019-08-01T00:00:00Z,5716,2673,1817,4490,0.785514345696291
16,Tripura,2019-08-01T00:00:00Z,24459,14331,6257,20588,0.841735148616051
17,Meghalaya,2019-08-01T00:00:00Z,25884,14398,6414,20812,0.804048833256066
18,Assam,2019-08-01T00:00:00Z,165285,70171,54442,124613,0.753928063647639
19,West Bengal,2019-08-01T00:00:00Z,603444,379621,150593,530214,0.878646568695687
20,Jharkhand,2019-08-01T00:00:00Z,151285,84855,46506,131361,0.868301550054533
21,Odisha,2019-08-01T00:00:00Z,220124,132242,67663,199905,0.90814722610892
22,Chhattisgarh,2019-08-01T00:00:00Z,106926,59015,38965,97980,0.916334661354582
23,Madhya Pradesh,2019-08-01T00:00:00Z,358593,225925,104423,330348,0.921233822188386
24,Gujarat,2019-08-01T00:00:00Z,884173,643818,177089,820907,0.928446129886346
25,Daman and Diu,2019-08-01T00:00:00Z,5830,3745,1727,5472,0.938593481989708
26,Dadra and Nagar Haveli,2019-08-01T00:00:00Z,8451,5151,2418,7569,0.895633652822151
27,Maharashtra,2019-08-01T00:00:00Z,1413902,853535,383942,1237477,0.875221196377118
29,Karnataka,2019-08-01T00:00:00Z,709504,479455,170604,650059,0.916216117174815
30,Goa,2019-08-01T00:00:00Z,34201,18287,10927,29214,0.854185550130113
31,Lakshadweep,2019-08-01T00:00:00Z,229,89,85,174,0.759825327510917
32,Kerala,2019-08-01T00:00:00Z,300746,159523,112174,271697,0.903410186669149
33,Tamil Nadu,2019-08-01T00:00:00Z,900188,558796,227190,785986,0.873135389496416
34,Puducherry,2019-08-01T00:00:00Z,21069,12021,5564,17585,0.834638568512981
35,Andaman and Nicobar Islands,2019-08-01T00:00:00Z,3955,1262,2156,3418,0.864222503160556
36,Telangana,2019-08-01T00:00:00Z,334631,186734,99392,286126,0.855049293101954
37,Andhra Pradesh,2019-08-01T00:00:00Z,286753,174695,74186,248881,0.867928147220779
38,Ladakh,2019-08-01T00:00:00Z,0,0,0,,0
97,Other Territory,2019-08-01T00:00:00Z,75,48,12,60,0.8
1,Jammu and Kashmir,2019-09-01T00:00:00Z,92462,20236,59414,79650,0.861434967878696
2,Himachal Pradesh,2019-09-01T00:00:00Z,89912,53664,26236,79900,0.888646676750601
3,Punjab,2019-09-01T00:00:00Z,311089,207659,78528,286187,0.919952168029085
4,Chandigarh,2019-09-01T00:00:00Z,27465,18921,7073,25994,0.946440924813399
5,Uttarakhand,2019-09-01T00:00:00Z,131532,74512,41973,116485,0.885601982787459
6,Haryana,2019-09-01T00:00:00Z,423483,257257,125540,382797,0.903925305148023
7,Delhi,2019-09-01T00:00:00Z,766277,406663,231731,638394,0.833111263942412
8,Rajasthan,2019-09-01T00:00:00Z,559918,337154,167188,504342,0.900742608739137
9,Uttar Pradesh,2019-09-01T00:00:00Z,1126122,708901,308012,1016913,0.903022052672801
10,Bihar,2019-09-01T00:00:00Z,325576,162772,109215,271987,0.835402486669779
11,Sikkim,2019-09-01T00:00:00Z,7195,3362,2937,6299,0.875469075747047
12,Arunachal Pradesh,2019-09-01T00:00:00Z,11960,3821,5118,8939,0.747408026755853
13,Nagaland,2019-09-01T00:00:00Z,6718,2579,2800,5379,0.800684727597499
14,Manipur,2019-09-01T00:00:00Z,10659,3683,4207,7890,0.740219532789192
15,Mizoram,2019-09-01T00:00:00Z,5800,2591,1956,4547,0.783965517241379
16,Tripura,2019-09-01T00:00:00Z,24530,13564,7210,20774,0.846881369751325
17,Meghalaya,2019-09-01T00:00:00Z,26140,13499,7473,20972,0.802295332823259
18,Assam,2019-09-01T00:00:00Z,167059,62683,63415,126098,0.754811174495238
19,West Bengal,2019-09-01T00:00:00Z,607620,354207,179442,533649,0.878261084230276
20,Jharkhand,2019-09-01T00:00:00Z,151326,79658,52805,132463,0.875348585173731
21,Odisha,2019-09-01T00:00:00Z,220841,128709,73340,202049,0.914907105111823
22,Chhattisgarh,2019-09-01T00:00:00Z,107458,52920,45788,98708,0.918572837759869
23,Madhya Pradesh,2019-09-01T00:00:00Z,359995,199446,133104,332550,0.923762830039306
24,Gujarat,2019-09-01T00:00:00Z,884817,603355,222637,825992,0.933517326181572
25,Daman and Diu,2019-09-01T00:00:00Z,5835,3396,2074,5470,0.937446443873179
26,Dadra and Nagar Haveli,2019-09-01T00:00:00Z,8395,4711,2877,7588,0.903871351995235
27,Maharashtra,2019-09-01T00:00:00Z,1416919,768333,476393,1244726,0.878473645988232
29,Karnataka,2019-09-01T00:00:00Z,709880,434314,220721,655035,0.922740463176875
30,Goa,2019-09-01T00:00:00Z,34397,16764,12615,29379,0.854115184463761
31,Lakshadweep,2019-09-01T00:00:00Z,229,83,91,174,0.759825327510917
32,Kerala,2019-09-01T00:00:00Z,301836,149988,123068,273056,0.904650207397395
33,Tamil Nadu,2019-09-01T00:00:00Z,900385,512518,278038,790556,0.878019958129023
34,Puducherry,2019-09-01T00:00:00Z,21025,11043,6687,17730,0.843281807372176
35,Andaman and Nicobar Islands,2019-09-01T00:00:00Z,3994,1229,2206,3435,0.860040060090135
36,Telangana,2019-09-01T00:00:00Z,337626,164671,124366,289037,0.856086320366323
37,Andhra Pradesh,2019-09-01T00:00:00Z,287263,151437,98412,249849,0.869756982277565
38,Ladakh,2019-09-01T00:00:00Z,0,0,0,,0
97,Other Territory,2019-09-01T00:00:00Z,76,50,10,60,0.789473684210526
1,Jammu and Kashmir,2019-10-01T00:00:00Z,92639,22509,57485,79994,0.86350241259081
2,Himachal Pradesh,2019-10-01T00:00:00Z,90006,58497,21821,80318,0.892362731373464
3,Punjab,2019-10-01T00:00:00Z,309832,222827,64624,287451,0.927764078597434
4,Chandigarh,2019-10-01T00:00:00Z,27272,20109,6040,26149,0.958822235259607
5,Uttarakhand,2019-10-01T00:00:00Z,131053,80628,36688,117316,0.895179812747514
6,Haryana,2019-10-01T00:00:00Z,424856,277993,106878,384871,0.9058857589395
7,Delhi,2019-10-01T00:00:00Z,757603,437967,204307,642274,0.847771194147858
8,Rajasthan,2019-10-01T00:00:00Z,561583,364694,143588,508282,0.90508793891553
9,Uttar Pradesh,2019-10-01T00:00:00Z,1126652,754708,271455,1026163,0.910807418794801
10,Bihar,2019-10-01T00:00:00Z,330399,177035,99164,276199,0.835955919963438
11,Sikkim,2019-10-01T00:00:00Z,7314,3756,2624,6380,0.872299699207
12,Arunachal Pradesh,2019-10-01T00:00:00Z,12126,4343,4703,9046,0.746000329869701
13,Nagaland,2019-10-01T00:00:00Z,6744,2853,2597,5450,0.808125741399763
14,Manipur,2019-10-01T00:00:00Z,10496,3947,3989,7936,0.75609756097561
15,Mizoram,2019-10-01T00:00:00Z,5880,2693,1916,4609,0.783843537414966
16,Tripura,2019-10-01T00:00:00Z,24644,15026,5863,20889,0.847630254828762
17,Meghalaya,2019-10-01T00:00:00Z,26255,14402,6650,21052,0.801828223195582
18,Assam,2019-10-01T00:00:00Z,167755,72309,54730,127039,0.757288903460404
19,West Bengal,2019-10-01T00:00:00Z,610678,389631,145971,535602,0.877061233579726
20,Jharkhand,2019-10-01T00:00:00Z,151778,87738,46125,133863,0.881965765789508
21,Odisha,2019-10-01T00:00:00Z,221583,139187,65111,204298,0.921993113190091
22,Chhattisgarh,2019-10-01T00:00:00Z,107867,58652,40911,99563,0.923016307118952
23,Madhya Pradesh,2019-10-01T00:00:00Z,361943,219558,115772,335330,0.926471847777136
24,Gujarat,2019-10-01T00:00:00Z,888089,620614,209115,829729,0.934285865493211
25,Daman and Diu,2019-10-01T00:00:00Z,5838,3592,1892,5484,0.939362795477903
26,Dadra and Nagar Haveli,2019-10-01T00:00:00Z,8265,4853,2735,7588,0.918088324258923
27,Maharashtra,2019-10-01T00:00:00Z,1419473,836609,414399,1251008,0.881318630224034
29,Karnataka,2019-10-01T00:00:00Z,716349,466546,195246,661792,0.92384019521211
30,Goa,2019-10-01T00:00:00Z,34642,18296,11334,29630,0.855320131632123
31,Lakshadweep,2019-10-01T00:00:00Z,235,82,98,180,0.765957446808511
32,Kerala,2019-10-01T00:00:00Z,303421,170691,104551,275242,0.907129038530622
33,Tamil Nadu,2019-10-01T00:00:00Z,896586,563810,232605,796415,0.888275079021979
34,Puducherry,2019-10-01T00:00:00Z,20898,11964,5903,17867,0.854962197339458
35,Andaman and Nicobar Islands,2019-10-01T00:00:00Z,4062,1223,2252,3475,0.855489906450025
36,Telangana,2019-10-01T00:00:00Z,342262,182652,109835,292487,0.854570475249955
37,Andhra Pradesh,2019-10-01T00:00:00Z,287909,170765,80901,251666,0.874116474302644
38,Ladakh,2019-10-01T00:00:00Z,0,0,0,,0
97,Other Territory,2019-10-01T00:00:00Z,77,49,12,61,0.792207792207792
1,Jammu and Kashmir,2019-11-01T00:00:00Z,92563,48036,32305,80341,0.867960200079946
2,Himachal Pradesh,2019-11-01T00:00:00Z,89632,68341,12255,80596,0.899187790074973
3,Punjab,2019-11-01T00:00:00Z,309106,257371,31054,288425,0.933094148932729
4,Chandigarh,2019-11-01T00:00:00Z,27089,22746,3368,26114,0.964007530732032
5,Uttarakhand,2019-11-01T00:00:00Z,129677,95738,22525,118263,0.911981307402238
6,Haryana,2019-11-01T00:00:00Z,424839,326676,60988,387664,0.912496263290329
7,Delhi,2019-11-01T00:00:00Z,756133,522257,124167,646424,0.854907800611797
8,Rajasthan,2019-11-01T00:00:00Z,559753,430679,81101,511780,0.914296127041749
9,Uttar Pradesh,2019-11-01T00:00:00Z,1124411,841108,194982,1036090,0.921451319846569
10,Bihar,2019-11-01T00:00:00Z,333051,215164,64602,279766,0.840009488036367
11,Sikkim,2019-11-01T00:00:00Z,7403,4529,1916,6445,0.870593002836688
12,Arunachal Pradesh,2019-11-01T00:00:00Z,12318,4920,4253,9173,0.74468257834064
13,Nagaland,2019-11-01T00:00:00Z,6735,3372,2130,5502,0.816926503340757
14,Manipur,2019-11-01T00:00:00Z,10527,5057,2915,7972,0.757290776099554
15,Mizoram,2019-11-01T00:00:00Z,5984,3305,1359,4664,0.779411764705882
16,Tripura,2019-11-01T00:00:00Z,24638,16808,4230,21038,0.853884243850962
17,Meghalaya,2019-11-01T00:00:00Z,26357,14392,6655,21047,0.798535493417309
18,Assam,2019-11-01T00:00:00Z,166641,77663,50690,128353,0.770236616438932
19,West Bengal,2019-11-01T00:00:00Z,612549,439168,100021,539189,0.880238152376381
20,Jharkhand,2019-11-01T00:00:00Z,148226,105238,29506,134744,0.90904429722181
21,Odisha,2019-11-01T00:00:00Z,221270,165288,41852,207140,0.936141365752248
22,Chhattisgarh,2019-11-01T00:00:00Z,106953,74020,26273,100293,0.937729656952119
23,Madhya Pradesh,2019-11-01T00:00:00Z,362211,274737,63051,337788,0.932572450864275
24,Gujarat,2019-11-01T00:00:00Z,887648,722699,110917,833616,0.939129024117668
25,Daman and Diu,2019-11-01T00:00:00Z,5842,4248,1265,5513,0.943683669976036
26,Dadra and Nagar Haveli,2019-11-01T00:00:00Z,8043,5864,1712,7576,0.941937088151187
27,Maharashtra,2019-11-01T00:00:00Z,1415447,998265,261004,1259269,0.889661711106103
29,Karnataka,2019-11-01T00:00:00Z,718037,552970,115107,668077,0.93042141282413
30,Goa,2019-11-01T00:00:00Z,34765,21249,8561,29810,0.857471594994966
31,Lakshadweep,2019-11-01T00:00:00Z,241,108,76,184,0.763485477178423
32,Kerala,2019-11-01T00:00:00Z,303850,214813,62688,277501,0.913282869837091
33,Tamil Nadu,2019-11-01T00:00:00Z,888836,665525,136729,802254,0.902589454072517
34,Puducherry,2019-11-01T00:00:00Z,20773,14446,3441,17887,0.861069657728783
35,Andaman and Nicobar Islands,2019-11-01T00:00:00Z,4104,1782,1732,3514,0.856237816764133
36,Telangana,2019-11-01T00:00:00Z,346374,224112,72021,296133,0.854951584125829
37,Andhra Pradesh,2019-11-01T00:00:00Z,286336,207039,46872,253911,0.886758912606169
38,Ladakh,2019-11-01T00:00:00Z,0,0,0,,0
97,Other Territory,2019-11-01T00:00:00Z,78,56,6,62,0.794871794871795
1,Jammu and Kashmir,2019-12-01T00:00:00Z,92194,41704,39181,80885,0.877334750634532
2,Himachal Pradesh,2019-12-01T00:00:00Z,88745,58036,22942,80978,0.912479576314159
3,Punjab,2019-12-01T00:00:00Z,308579,222772,67335,290107,0.940138505860736
4,Chandigarh,2019-12-01T00:00:00Z,27106,20143,6077,26220,0.967313509924002
5,Uttarakhand,2019-12-01T00:00:00Z,128458,81731,37769,119500,0.930265145027947
6,Haryana,2019-12-01T00:00:00Z,424443,277565,112471,390036,0.918936111562683
7,Delhi,2019-12-01T00:00:00Z,746559,455755,195641,651396,0.872531173021824
8,Rajasthan,2019-12-01T00:00:00Z,541872,363953,151499,515452,0.951243098001004
9,Uttar Pradesh,2019-12-01T00:00:00Z,1127354,735013,311742,1046755,0.928506041580551
10,Bihar,2019-12-01T00:00:00Z,332886,188787,96066,284853,0.855707359276149
11,Sikkim,2019-12-01T00:00:00Z,7450,3717,2814,6531,0.876644295302013
12,Arunachal Pradesh,2019-12-01T00:00:00Z,12515,4434,4844,9278,0.741350379544547
13,Nagaland,2019-12-01T00:00:00Z,6694,2830,2712,5542,0.827905587092919
14,Manipur,2019-12-01T00:00:00Z,10173,4113,3906,8019,0.788263049248009
15,Mizoram,2019-12-01T00:00:00Z,6083,2691,2042,4733,0.778070031234588
16,Tripura,2019-12-01T00:00:00Z,24481,13959,7245,21204,0.866141089007802
17,Meghalaya,2019-12-01T00:00:00Z,26428,12913,8140,21053,0.796617224156198
18,Assam,2019-12-01T00:00:00Z,146205,72387,56393,128780,0.880818029479156
19,West Bengal,2019-12-01T00:00:00Z,611342,387577,156252,543829,0.889565905826853
20,Jharkhand,2019-12-01T00:00:00Z,147404,91192,44235,135427,0.918747116767523
21,Odisha,2019-12-01T00:00:00Z,222288,138828,71353,210181,0.945534621751962
22,Chhattisgarh,2019-12-01T00:00:00Z,105112,62580,38470,101050,0.961355506507345
23,Madhya Pradesh,2019-12-01T00:00:00Z,354752,232997,107046,340043,0.958537231643514
24,Gujarat,2019-12-01T00:00:00Z,877839,631577,210297,841874,0.95903007271265
25,Daman and Diu,2019-12-01T00:00:00Z,5767,3611,1908,5519,0.956996705392752
26,Dadra and Nagar Haveli,2019-12-01T00:00:00Z,7976,4945,2664,7609,0.953986960882648
27,Maharashtra,2019-12-01T00:00:00Z,1379433,856173,412991,1269164,0.920062083479227
29,Karnataka,2019-12-01T00:00:00Z,723207,474443,201259,675702,0.934313412342524
30,Goa,2019-12-01T00:00:00Z,35044,18472,11632,30104,0.859034356808584
31,Lakshadweep,2019-12-01T00:00:00Z,247,88,102,190,0.769230769230769
32,Kerala,2019-12-01T00:00:00Z,302709,172320,107011,279331,0.922770713787829
33,Tamil Nadu,2019-12-01T00:00:00Z,877850,553538,256242,809780,0.922458278749217
34,Puducherry,2019-12-01T00:00:00Z,20391,11552,6409,17961,0.880829777843166
35,Andaman and Nicobar Islands,2019-12-01T00:00:00Z,4090,1470,2064,3534,0.864058679706601
36,Telangana,2019-12-01T00:00:00Z,350234,186949,113537,300486,0.857957822484396
37,Andhra Pradesh,2019-12-01T00:00:00Z,286760,174016,82088,256104,0.893095271307016
38,Ladakh,2019-12-01T00:00:00Z,0,0,0,,0
97,Other Territory,2019-12-01T00:00:00Z,76,40,22,62,0.815789473684211
1,Jammu and Kashmir,2020-01-01T00:00:00Z,91657,58255,21524,79779,0.870408152132407
2,Himachal Pradesh,2020-01-01T00:00:00Z,86096,68670,12618,81288,0.944155361456978
3,Punjab,2020-01-01T00:00:00Z,309304,259004,32670,291674,0.943001060445387
4,Chandigarh,2020-01-01T00:00:00Z,27154,22918,3326,26244,0.966487441997496
5,Uttarakhand,2020-01-01T00:00:00Z,129146,97984,22581,120565,0.93355582054419
6,Haryana,2020-01-01T00:00:00Z,424329,328225,63086,391311,0.92218773640265
7,Delhi,2020-01-01T00:00:00Z,745423,535714,119173,654887,0.878544128635687
8,Rajasthan,2020-01-01T00:00:00Z,543495,437636,80622,518258,0.953565350187214
9,Uttar Pradesh,2020-01-01T00:00:00Z,1133999,893078,165944,1059022,0.933882657744848
10,Bihar,2020-01-01T00:00:00Z,332957,226390,63401,289791,0.870355631507973
11,Sikkim,2020-01-01T00:00:00Z,7448,4463,2111,6574,0.88265306122449
12,Arunachal Pradesh,2020-01-01T00:00:00Z,12661,5613,3800,9413,0.743464181344286
13,Nagaland,2020-01-01T00:00:00Z,6757,3618,1979,5597,0.828326180257511
14,Manipur,2020-01-01T00:00:00Z,10240,5167,2908,8075,0.78857421875
15,Mizoram,2020-01-01T00:00:00Z,6170,3332,1431,4763,0.771961102106969
16,Tripura,2020-01-01T00:00:00Z,24312,17155,4251,21406,0.880470549522869
17,Meghalaya,2020-01-01T00:00:00Z,26536,15788,5317,21105,0.7953346397347
18,Assam,2020-01-01T00:00:00Z,144136,90640,38902,129542,0.898748404284842
19,West Bengal,2020-01-01T00:00:00Z,612426,452590,93808,546398,0.89218615800113
20,Jharkhand,2020-01-01T00:00:00Z,144908,109238,27047,136285,0.940493278493941
21,Odisha,2020-01-01T00:00:00Z,223595,167298,44944,212242,0.949225161564436
22,Chhattisgarh,2020-01-01T00:00:00Z,104718,74888,26641,101529,0.969546782788059
23,Madhya Pradesh,2020-01-01T00:00:00Z,347413,278879,63195,342074,0.98463212372594
24,Gujarat,2020-01-01T00:00:00Z,881788,726176,121401,847577,0.96120269271072
25,Daman and Diu,2020-01-01T00:00:00Z,5807,4195,1330,5525,0.951437919752023
26,Dadra and Nagar Haveli,2020-01-01T00:00:00Z,8080,5892,1765,7657,0.947648514851485
27,Maharashtra,2020-01-01T00:00:00Z,1370415,1000210,275101,1275311,0.930602043906408
29,Karnataka,2020-01-01T00:00:00Z,726054,556486,124520,681006,0.937955028138403
30,Goa,2020-01-01T00:00:00Z,35365,21905,8435,30340,0.857910363353598
31,Lakshadweep,2020-01-01T00:00:00Z,250,107,86,193,0.772
32,Kerala,2020-01-01T00:00:00Z,301724,210240,70540,280780,0.930585568267688
33,Tamil Nadu,2020-01-01T00:00:00Z,870770,672358,141702,814060,0.934873732443699
34,Puducherry,2020-01-01T00:00:00Z,19656,14448,3552,18000,0.915750915750916
35,Andaman and Nicobar Islands,2020-01-01T00:00:00Z,3783,1809,1724,3533,0.933914882368491
36,Telangana,2020-01-01T00:00:00Z,351952,225453,77739,303192,0.861458380688276
37,Andhra Pradesh,2020-01-01T00:00:00Z,287132,204971,51794,256765,0.89424027973197
38,Ladakh,2020-01-01T00:00:00Z,0,0,0,2696,0
97,Other Territory,2020-01-01T00:00:00Z,77,53,11,64,0.831168831168831
1,Jammu and Kashmir,2020-02-01T00:00:00Z,91600,50491,29192,79683,0.869901746724891
2,Himachal Pradesh,2020-02-01T00:00:00Z,85952,64425,17381,81806,0.951763775130305
