state_code,state_name,YEAR,MONTH,no_suppliers_intra_state,no_eway_bills_intra_state,asset_value_intra_state,no_suppliers_inter_state_outward,no_eway_bills_inter_state_outward,asset_value_inter_state_outward,no_suppliers_inter_state_inward,no_eway_bills_inter_state_inward,asset_value_inter_state_inward
1, JAMMU AND KASHMIR,2018,7,3171,120989,2083.766209,1711,25744,2243.508837,15449,151999,4567.124618
2, HIMACHAL PRADESH,2018,7,5581,185647,3606.371824,4342,225165,9139.166811,19921,264357,7349.062066
3, PUNJAB,2018,7,48967,1327692,26608.33363,40582,658742,19846.07278,53191,599862,21230.78996
4, CHANDIGARH,2018,7,1950,25684,406.9713058,4534,67147,1142.360212,7469,91630,1997.954865
5, UTTARAKHAND,2018,7,8776,495449,7829.575274,6308,298486,15067.08139,18987,406753,12250.38402
6, HARYANA,2018,7,50698,2373359,40871.83266,46642,1810409,51873.81852,76656,1306910,48813.17585
7, DELHI,2018,7,43214,681221,21545.28311,104197,1292894,32072.16417,99571,1106377,36953.4485
8, RAJASTHAN,2018,7,52193,1237285,26277.73992,39430,1018174,24360.04615,72651,849514,30016.39682
9, UTTAR PRADESH,2018,7,85448,2485159,49414.40638,57189,1029488,43089.27628,130330,1543210,55518.12719
10, BIHAR,2018,7,4282,181249,5146.468029,5024,46123,1998.444586,39139,388765,11642.23378
11, SIKKIM,2018,7,101,2316,35.45238405,159,6650,1981.074916,1344,24042,628.1759205
12, ARUNACHAL PRADESH,2018,7,72,1780,22.05102024,129,1576,70.70993943,1870,15791,301.3919967
13, NAGALAND,2018,7,35,711,32.20222559,167,1824,57.0765894,1901,17090,396.9211778
14, MANIPUR,2018,7,40,1043,23.22021406,56,389,10.16428426,1886,17356,399.1870174
15, MIZORAM,2018,7,13,298,4.568783737,45,182,12.60715953,1282,12245,267.309086
16, TRIPURA,2018,7,390,9982,144.8849176,207,1800,149.0581248,3103,25007,591.9384066
17, MEGHALAYA,2018,7,238,7219,147.5798496,306,24848,414.1055763,2645,26130,604.1898542
18, ASSAM,2018,7,8110,278802,5585.846815,6776,115535,4894.171593,20127,207403,7394.190103
19, WEST BENGAL,2018,7,34335,1099145,33581.51295,34375,570188,25342.39832,50570,762564,32974.45929
20, JHARKHAND,2018,7,7624,380312,8662.063234,5847,191945,11034.30572,20041,287162,10718.29759
21, ODISHA,2018,7,9635,527811,11990.22506,4495,173723,19874.39094,22982,280269,13360.52601
22, CHHATTISGARH,2018,7,5333,178693,5049.140302,6378,157644,9891.070354,19517,274138,10063.28653
23, MADHYA PRADESH,2018,7,12418,246875,6015.145811,15566,325727,15999.75052,54279,620544,20846.60878
24, GUJARAT,2018,7,54239,1323448,37367.12048,100201,2484835,69993.96588,99351,1148821,52137.85633
25, DAMAN AND DIU,2018,7,876,26354,889.6678483,1586,156256,4195.917679,2092,67609,5540.557102
26, DADRA AND NAGAR HAVELI,2018,7,990,46369,1835.027187,1794,218056,7661.882277,2552,98216,6927.265632
27, MAHARASHTRA,2018,7,104046,4293720,97616.71512,88145,2537744,88135.34218,152058,1872151,85210.24338
29, KARNATAKA,2018,7,68856,2581878,50787.67394,38290,1153290,40646.60745,82145,1227272,45328.46533
30, GOA,2018,7,1164,56256,941.7900751,1285,54022,3723.437805,5654,83658,3157.265487
31, LAKSHADWEEP,2018,7,0,0,0,1,2,0.0159729,21,306,2.800956079
32, KERALA,2018,7,25911,836159,13796.34422,11412,146834,5710.122074,44439,688528,16757.03801
33, TAMIL NADU,2018,7,56442,2853320,59655.79916,56196,1478286,58661.84277,90260,1361414,58248.0429
34, PUDUCHERRY,2018,7,742,28428,901.8706431,1563,96414,2755.569387,4183,80553,2387.90594
35, ANDAMAN AND NICOBAR,2018,7,21,323,6.174330976,60,211,20.27505166,835,6965,168.206696
36, TELANGANA,2018,7,21541,899444,19907.60552,21959,411704,19662.40046,46698,646254,25838.47774
37, ANDHRA PRADESH,2018,7,25756,981997,18334.8665,16282,362407,23846.01679,53563,587192,24182.18818
1, JAMMU AND KASHMIR,2018,8,3292,126112,2245.775478,1996,30376,2535.885482,17023,180173,5157.64288
2, HIMACHAL PRADESH,2018,8,5834,215642,3950.790683,4554,267605,10916.08691,20946,302942,8646.460325
3, PUNJAB,2018,8,52065,1510828,31806.06556,45166,868921,24070.06114,59184,766185,25672.10459
4, CHANDIGARH,2018,8,2057,27600,468.1701892,4728,77264,1424.655194,7938,112280,2352.638398
5, UTTARAKHAND,2018,8,8719,479625,10190.03835,6408,303268,15908.95175,19693,410133,12480.84467
6, HARYANA,2018,8,52495,2433392,43381.09635,48580,1929364,55378.64001,80892,1476868,54373.03731
7, DELHI,2018,8,46995,757089,24760.45273,111037,1532182,36738.36952,104908,1309869,42541.58008
8, RAJASTHAN,2018,8,54690,1314030,28494.48775,42630,1159619,26938.5856,80547,993941,33690.27264
9, UTTAR PRADESH,2018,8,86811,2568545,51844.20282,60574,1129545,45613.14303,137375,1754721,61932.64461
10, BIHAR,2018,8,4142,186405,4982.76572,4958,45829,2053.452188,42156,503371,12133.86928
11, SIKKIM,2018,8,94,2587,53.30659949,152,6486,1942.054323,1355,25156,723.8836675
12, ARUNACHAL PRADESH,2018,8,81,1800,24.6688294,147,1567,74.061772,2184,20276,358.4922762
13, NAGALAND,2018,8,44,673,20.50229368,185,2349,78.64193872,2074,18606,366.1447243
14, MANIPUR,2018,8,42,2616,43.71652266,73,392,14.51569792,2041,22642,494.1104646
15, MIZORAM,2018,8,11,368,3.943447641,45,199,11.87095271,1344,12673,278.9568753
16, TRIPURA,2018,8,470,11810,192.241478,245,1732,161.8915214,3831,37427,737.4469665
17, MEGHALAYA,2018,8,241,7849,141.0720218,321,25371,412.3033149,2742,30949,677.3491152
18, ASSAM,2018,8,8783,301195,5984.751057,7167,126832,5300.322086,22947,283676,8200.955873
19, WEST BENGAL,2018,8,33014,1108716,34161.01276,35915,616806,26995.43481,55331,970128,35578.04351
20, JHARKHAND,2018,8,7479,383550,8713.932797,5621,184640,11600.13881,21291,334853,11377.99408
21, ODISHA,2018,8,10134,564865,12917.91293,4759,189975,21282.74169,25270,324711,14070.14651
22, CHHATTISGARH,2018,8,4800,166039,5225.795658,6691,157796,10650.92391,20987,371649,11610.10308
23, MADHYA PRADESH,2018,8,13415,274112,7069.116026,16785,354313,17886.90178,60615,788530,24512.72572
24, GUJARAT,2018,8,60563,1579416,45342.4877,110295,3613338,89600.27431,111115,1371995,65005.59005
25, DAMAN AND DIU,2018,8,928,29113,950.2276155,1625,193176,5440.162046,2179,78015,5236.755762
26, DADRA AND NAGAR HAVELI,2018,8,1053,51137,1809.271414,1860,270332,10410.76615,2741,115887,9205.670989
27, MAHARASHTRA,2018,8,105785,4636944,112397.8293,96381,3074382,107135.2452,172789,2301298,102803.2729
29, KARNATAKA,2018,8,71587,2748567,54602.99093,40833,1270260,44873.56532,90358,1471131,51247.41711
30, GOA,2018,8,1245,66036,1076.794644,1405,61587,4370.551332,6691,104332,3641.849774
31, LAKSHADWEEP,2018,8,0,0,0,1,3,0.0321936,31,252,3.898111553
32, KERALA,2018,8,25449,771061,13524.29352,10893,134186,5843.1894,45745,615261,15782.01266
33, TAMIL NADU,2018,8,57557,2908261,62428.45178,59722,1650147,65032.9081,96604,1511263,62782.08452
34, PUDUCHERRY,2018,8,752,29211,1111.095218,1604,105525,3194.490932,4323,87491,2806.681374
35, ANDAMAN AND NICOBAR,2018,8,13,285,9.024778844,62,231,27.17680614,918,8206,178.4248409
36, TELANGANA,2018,8,22355,972673,21361.16241,23508,474219,21530.81347,51607,783774,29577.16301
37, ANDHRA PRADESH,2018,8,27138,1089732,19676.72542,18129,389635,26396.24173,61724,735434,29048.17945
1, JAMMU AND KASHMIR,2018,9,3484,130396,2387.847555,2114,30149,2215.296839,16962,186069,5240.539348
2, HIMACHAL PRADESH,2018,9,5818,205533,3962.13451,4524,259345,10650.31008,19633,282299,8329.597831
3, PUNJAB,2018,9,48931,1257940,29472.90589,44721,897349,23596.04761,58855,748180,24162.52997
4, CHANDIGARH,2018,9,1964,25148,409.1301477,4721,75076,1361.589219,7836,107479,2314.346288
5, UTTARAKHAND,2018,9,9163,554705,10080.75613,6609,337364,17877.55011,20947,448317,13049.82359
6, HARYANA,2018,9,53485,2370829,44200.29193,49215,1957937,57108.63331,81029,1451675,55220.63666
7, DELHI,2018,9,48421,764179,26133.61036,113149,1614694,37962.44481,106193,1322074,44092.15371
8, RAJASTHAN,2018,9,53640,1211954,27683.32155,42233,1163349,27428.08186,79987,978291,34037.57423
9, UTTAR PRADESH,2018,9,91003,2673586,56002.94598,63044,1193673,49195.47503,144756,1849124,65804.86155
10, BIHAR,2018,9,4389,203634,5359.17831,5194,46994,1913.805075,47213,616003,12768.73584
11, SIKKIM,2018,9,104,2855,50.56657304,159,5834,1868.799697,1455,24190,683.4411657
12, ARUNACHAL PRADESH,2018,9,84,2016,22.48273234,165,1453,78.35333736,2166,20453,394.2324538
13, NAGALAND,2018,9,53,534,26.72804492,201,1876,67.96232348,2109,19511,402.2318991
14, MANIPUR,2018,9,44,2559,41.17722592,72,483,7.774252376,2131,22445,490.2330438
15, MIZORAM,2018,9,18,677,8.008925826,65,389,79.8463218,1348,13081,316.4678472
16, TRIPURA,2018,9,470,12527,194.933588,262,1965,165.6650708,3945,32329,739.5050674
17, MEGHALAYA,2018,9,232,8238,163.3384519,325,21791,388.997032,2871,31647,675.1031121
18, ASSAM,2018,9,9058,309467,6347.646196,7443,128601,5643.695395,24808,295020,8672.448302
19, WEST BENGAL,2018,9,32950,1125767,34682.16572,36623,655559,26565.76426,55260,933346,36067.48708
20, JHARKHAND,2018,9,7813,406476,9275.024238,5863,195165,12497.26054,23122,377826,11317.75154
21, ODISHA,2018,9,10144,547059,12264.36231,4614,189992,20589.17244,25686,351460,13790.21669
22, CHHATTISGARH,2018,9,4769,173198,5838.019933,6703,159392,10752.52692,21134,337836,11911.16389
23, MADHYA PRADESH,2018,9,13401,285021,7261.555475,17133,378409,18275.12202,59724,715255,23865.10287
24, GUJARAT,2018,9,59459,1433308,42886.05389,107256,3424181,84231.73634,108799,1285695,60172.6215
25, DAMAN AND DIU,2018,9,935,28188,859.705623,1593,174737,4863.439956,2154,73484,4650.722914
26, DADRA AND NAGAR HAVELI,2018,9,1086,51293,2051.409431,1878,242106,9880.089608,2691,106242,8243.197866
27, MAHARASHTRA,2018,9,102775,4291883,109893.8569,93997,2935930,102224.2006,170828,2269364,99148.37147
29, KARNATAKA,2018,9,71441,2627306,52613.57392,40021,1246590,45547.48467,88359,1391957,50857.95746
30, GOA,2018,9,1214,58954,1013.87287,1344,55762,3988.161747,6426,91089,3356.976614
31, LAKSHADWEEP,2018,9,0,0,0,3,5,0.085849601,31,293,4.579773802
32, KERALA,2018,9,27396,924741,15242.00731,12449,166069,6640.809208,44749,564019,15829.73207
33, TAMIL NADU,2018,9,58559,2922511,64209.21801,59002,1657661,67187.09198,97702,1644575,63682.79
34, PUDUCHERRY,2018,9,744,28051,937.2508467,1626,103646,3246.797255,4413,90411,2901.684636
35, ANDAMAN AND NICOBAR,2018,9,14,182,5.668551329,69,256,25.26107011,884,7977,226.0254697
36, TELANGANA,2018,9,22115,907205,20952.48616,22999,463613,21223.05186,51225,795743,28970.53049
37, ANDHRA PRADESH,2018,9,26943,1093687,19955.52891,17823,384081,25825.62539,61042,678325,27677.55489
1, JAMMU AND KASHMIR,2018,10,3784,135435,2545.633385,2273,32807,2160.836647,17722,202717,5138.989032
2, HIMACHAL PRADESH,2018,10,6322,234475,4187.475655,4647,275144,10830.95096,21652,310533,8925.440617
3, PUNJAB,2018,10,48570,1247306,31322.94888,47791,1041415,25533.08902,63673,836223,25885.62934
4, CHANDIGARH,2018,10,2248,30590,487.9142667,5028,84351,1518.523838,8295,120710,2531.912706
5, UTTARAKHAND,2018,10,10038,603614,9443.202456,7140,346332,16768.85859,23976,508966,14340.48952
6, HARYANA,2018,10,58638,2496453,48180.89815,51742,2114693,60622.31274,87625,1613716,59584.75116
7, DELHI,2018,10,54593,876770,31452.11833,119128,1780906,42636.46639,112750,1556836,49239.35668
8, RAJASTHAN,2018,10,62340,1475106,32988.38678,45378,1300871,30596.06453,92864,1166726,37255.06359
9, UTTAR PRADESH,2018,10,100843,3082759,64245.74501,67575,1296660,51940.66349,165414,2310304,72937.02617
10, BIHAR,2018,10,4784,236349,5736.960378,5486,49091,2205.498961,52062,646884,13927.26084
11, SIKKIM,2018,10,116,2927,48.75320767,168,6389,1784.936822,1560,25965,720.2090355
12, ARUNACHAL PRADESH,2018,10,100,2348,29.41804049,178,1516,85.10757921,2243,20577,378.2150377
13, NAGALAND,2018,10,68,719,20.18434727,224,3051,89.60361637,2228,20861,456.2931803
14, MANIPUR,2018,10,41,4193,56.72951481,79,462,9.440891812,2217,26287,594.0064273
15, MIZORAM,2018,10,16,877,10.82525698,72,514,109.384111,1460,14414,330.185319
16, TRIPURA,2018,10,482,11779,208.2201148,257,1682,159.746086,3192,25760,698.7858445
17, MEGHALAYA,2018,10,243,8661,151.921286,328,25392,449.223711,2889,32117,737.6168022
18, ASSAM,2018,10,9596,325698,6829.076321,7766,132582,5406.281811,21980,239657,7974.877583
19, WEST BENGAL,2018,10,32121,1049873,32398.72462,35169,602852,26322.51587,53283,771586,33992.84232
20, JHARKHAND,2018,10,7983,402676,9620.398159,6262,201543,12144.36258,22904,337403,11706.33835
21, ODISHA,2018,10,10549,613387,12828.03093,4749,181498,21255.79135,26767,334840,14184.31014
22, CHHATTISGARH,2018,10,5363,194672,6041.633598,7279,166211,11693.30851,22731,348668,12192.00817
23, MADHYA PRADESH,2018,10,15448,335071,8741.852775,18125,403943,20154.31865,67805,902346,26922.08817
24, GUJARAT,2018,10,100323,2801656,76954.83373,118902,4065864,92224.55508,116242,1403262,66092.03636
25, DAMAN AND DIU,2018,10,1039,31355,968.324079,1644,185855,4875.540646,2340,77350,5153.17601
26, DADRA AND NAGAR HAVELI,2018,10,1172,50436,1813.557442,1959,236923,9521.634571,2982,111545,7957.635775
27, MAHARASHTRA,2018,10,115700,4832867,123845.1326,99857,3163960,109627.6049,187571,2512953,107456.5061
29, KARNATAKA,2018,10,76843,2830000,54672.80405,42291,1298012,45444.40296,93175,1488143,54335.91491
30, GOA,2018,10,1367,69867,1227.833346,1498,61878,4336.439242,7122,108891,3854.11062
31, LAKSHADWEEP,2018,10,0,0,0,2,3,0.06057,36,749,6.762260096
32, KERALA,2018,10,28918,937982,14794.49498,12905,166693,6576.691631,46123,603512,15208.59275
33, TAMIL NADU,2018,10,62936,3043451,65147.48579,61226,1683977,64451.65734,102051,1673138,63728.6742
34, PUDUCHERRY,2018,10,806,26969,873.0004961,1954,105686,2946.610694,4657,92415,2621.742545
35, ANDAMAN AND NICOBAR,2018,10,13,219,7.159883937,58,232,20.93114178,916,8239,184.9357332
36, TELANGANA,2018,10,24230,1008434,22232.78308,24404,498394,22411.48552,52316,748871,29044.59221
37, ANDHRA PRADESH,2018,10,28650,1149306,20449.7579,18505,379176,26534.80569,63461,730942,28944.02114
1, JAMMU AND KASHMIR,2018,11,3851,123745,2178.749354,2080,26704,1751.514975,16757,165151,4435.449635
2, HIMACHAL PRADESH,2018,11,6380,208575,3686.203247,4566,237404,9331.779203,19521,255946,7656.952983
3, PUNJAB,2018,11,49831,1145572,27893.33113,46216,895271,22135.57308,59024,680762,22926.86767
4, CHANDIGARH,2018,11,2093,25285,394.3921286,4713,69001,1249.289022,7884,99801,2139.894936
5, UTTARAKHAND,2018,11,9495,463286,7431.015617,6720,283870,14348.73896,21263,395452,11517.44319
6, HARYANA,2018,11,56148,2106290,41837.46706,49692,1770747,52409.87752,82085,1314488,50579.01264
7, DELHI,2018,11,50809,726219,28270.08277,111868,1424683,35584.33567,103002,1162613,39950.64081
8, RAJASTHAN,2018,11,58391,1216069,27531.12878,42068,988580,26207.42123,81346,863497,30035.21142
9, UTTAR PRADESH,2018,11,95487,2607200,54394.95295,62729,1043826,43844.47958,150473,1714688,59215.61755
10, BIHAR,2018,11,4489,209376,5167.804154,5270,45535,2146.14813,47102,417784,12401.37245
11, SIKKIM,2018,11,102,3026,46.61126067,163,7178,1772.794205,1453,23780,701.402787
12, ARUNACHAL PRADESH,2018,11,94,2417,39.80082002,183,1670,81.35036952,2193,21696,452.8431562
13, NAGALAND,2018,11,62,656,17.44388344,227,4424,96.85182215,2340,21184,428.6039334
14, MANIPUR,2018,11,42,2611,52.28242085,83,601,9.834554222,2196,23116,506.5203222
15, MIZORAM,2018,11,13,821,9.71305815,81,617,129.1775851,1501,15166,337.053426
16, TRIPURA,2018,11,551,13704,230.1126546,264,1766,156.71456,3572,29817,714.2751265
17, MEGHALAYA,2018,11,261,8845,179.0267057,330,29058,477.5751232,3012,31371,718.0928213
18, ASSAM,2018,11,9748,332413,6282.874471,7984,136255,5299.934185,22743,245263,8014.802466
19, WEST BENGAL,2018,11,33324,1108343,34267.87552,34490,568287,25659.69356,53547,735922,33154.50862
20, JHARKHAND,2018,11,7582,375401,9054.080931,6111,196904,12220.29444,21641,293515,10604.17757
21, ODISHA,2018,11,10729,602931,12766.80818,4621,178107,19360.66367,26193,304371,14400.58599
22, CHHATTISGARH,2018,11,4912,147018,4795.913235,6679,144327,9889.41062,19284,249947,9765.775205
23, MADHYA PRADESH,2018,11,13977,266473,8832.693507,16762,327665,17664.42236,59187,661071,22598.06203
24, GUJARAT,2018,11,90897,2201498,64087.04093,105954,2525219,76889.09186,103007,1102154,56923.16086
25, DAMAN AND DIU,2018,11,1027,29331,963.6132109,1624,150887,4303.29528,2208,64875,4771.283893
26, DADRA AND NAGAR HAVELI,2018,11,1124,44282,1737.671997,1903,199069,8208.785154,2761,93052,7035.980294
27, MAHARASHTRA,2018,11,106440,3884223,100414.7526,92037,2466162,92855.61376,165559,1937069,92522.02318
29, KARNATAKA,2018,11,75762,2669837,49777.25607,40345,1123642,41174.86173,86379,1200177,47435.83667
30, GOA,2018,11,1326,67316,1176.693579,1398,53548,3930.901935,6779,96945,3365.969872
31, LAKSHADWEEP,2018,11,0,0,0,2,2,0.07778193,33,379,3.760469457
32, KERALA,2018,11,29772,947083,15061.07761,12321,148484,6251.91399,46270,580634,15044.93319
33, TAMIL NADU,2018,11,60072,2632498,56628.48941,58389,1474762,56682.11609,90584,1231764,59351.80018
34, PUDUCHERRY,2018,11,770,24030,824.0533237,1816,97426,2750.564583,4186,72885,2491.854406
35, ANDAMAN AND NICOBAR,2018,11,17,206,6.085946933,51,194,16.8920642,894,7687,183.8205042
36, TELANGANA,2018,11,25770,1025932,21471.04959,24905,482196,22858.60281,49440,643000,25892.74398
37, ANDHRA PRADESH,2018,11,29398,1106203,20288.64891,18322,357570,25508.18862,62611,717828,26801.01125
97, Other Territory,2018,11,1,41,38.61444095,19,1852,834.1277019,39,10604,1423.049925
1, JAMMU AND KASHMIR,2018,12,4231,130554,2250.053738,2256,29540,1794.18086,16138,153341,4314.115771
2, HIMACHAL PRADESH,2018,12,6642,217432,4006.996803,4735,258915,10489.56962,19386,266068,8009.389832
3, PUNJAB,2018,12,51278,1183608,29299.54493,46461,802121,22144.61742,61918,740399,24546.15847
4, CHANDIGARH,2018,12,2185,25195,406.427549,4876,70149,1341.188269,7940,104139,2234.313278
5, UTTARAKHAND,2018,12,9989,459029,7709.176786,7161,315251,15808.42234,21590,407325,12504.88114
6, HARYANA,2018,12,57906,2267999,45657.87132,51813,1924367,57520.71689,85064,1429066,53745.15405
7, DELHI,2018,12,53839,782708,30087.09285,116773,1574415,38379.04121,109211,1335376,43468.98287
8, RAJASTHAN,2018,12,60073,1282999,28504.40166,44844,1168298,29610.68974,84116,963943,31493.5173
9, UTTAR PRADESH,2018,12,99385,2802472,56421.79312,66543,1186504,45176.25088,156436,2008896,62537.32454
10, BIHAR,2018,12,4663,224628,5524.536851,6015,56305,2368.37981,47885,513436,13012.3333
11, SIKKIM,2018,12,106,3367,53.57689182,174,6516,2038.596299,1448,24366,738.6426576
12, ARUNACHAL PRADESH,2018,12,91,2430,36.90227195,191,1713,76.49997534,2138,21558,408.2832591
13, NAGALAND,2018,12,53,541,14.50808519,231,4373,103.296482,2201,19532,413.6555587
14, MANIPUR,2018,12,38,2769,46.01597997,84,575,9.648185486,2201,23695,554.7978069
15, MIZORAM,2018,12,12,624,8.776621035,83,723,129.2150649,1367,13655,320.2091005
16, TRIPURA,2018,12,607,15179,269.7502199,288,1854,169.6954809,3538,31436,799.7557046
17, MEGHALAYA,2018,12,256,7883,140.7270955,344,25199,447.8926019,2933,31029,696.4622477
18, ASSAM,2018,12,9822,330902,6245.420873,8096,137148,5269.551405,21799,239839,8262.474427
19, WEST BENGAL,2018,12,34472,1134796,34302.35077,36356,619339,27374.02986,54770,810016,33235.1908
20, JHARKHAND,2018,12,7600,364755,8740.034394,6041,191725,11677.58549,21696,319951,11034.35148
21, ODISHA,2018,12,11046,613478,12442.02381,4946,189221,19182.60785,26670,338890,14839.46676
22, CHHATTISGARH,2018,12,5006,173706,5366.722539,7306,166106,10817.18737,21062,322074,10738.36311
23, MADHYA PRADESH,2018,12,14327,282038,7558.363597,18105,390973,19749.68643,62130,765049,24090.95299
24, GUJARAT,2018,12,100938,2860956,75587.16786,115971,3562358,87729.19714,116292,1390899,64249.94081
25, DAMAN AND DIU,2018,12,1053,33127,1082.53825,1643,190353,5072.185637,2320,79211,4401.68158
26, DADRA AND NAGAR HAVELI,2018,12,1172,52368,2028.52877,1979,264359,9879.612352,2908,112979,7637.282921
27, MAHARASHTRA,2018,12,112821,4247934,110774.2049,99069,2922593,105541.7261,178645,2247096,100621.9658
29, KARNATAKA,2018,12,78681,2784373,53032.2774,42861,1248527,46337.22479,91763,1366423,51234.16476
30, GOA,2018,12,1342,64837,1097.345049,1466,55389,3899.245041,7017,102720,3579.252606
31, LAKSHADWEEP,2018,12,0,0,0,1,1,0.0000003,34,248,3.977167244
32, KERALA,2018,12,30591,990676,15654.65597,12772,155162,6002.70125,48855,680778,15812.39504
33, TAMIL NADU,2018,12,64968,2964514,63251.82367,62934,1641933,63350.61718,99310,1515759,61065.36491
34, PUDUCHERRY,2018,12,823,26821,871.2337212,1950,101954,3086.004593,4973,88335,2568.449111
35, ANDAMAN AND NICOBAR,2018,12,16,189,8.494117771,45,137,93.56377404,926,8287,271.1622206
36, TELANGANA,2018,12,25872,995776,22052.47701,25677,499456,23157.60251,51765,745125,28243.64513
37, ANDHRA PRADESH,2018,12,30700,1138966,20834.78542,18884,370054,24621.14493,66647,860638,28507.1898
97, Other Territory,2018,12,2,53,40.85909433,18,1821,942.6360772,358,8237,1444.650123
1, JAMMU AND KASHMIR,2019,1,4063,116956,2017.2,2085,27616,1733.68,14927,138358,3964.23
2, HIMACHAL PRADESH,2019,1,6624,206442,4037.21,4632,257550,10032.3,18584,255311,7935.6
3, PUNJAB,2019,1,50691,1174531,30039.09,43879,717660,21561.2,61472,750761,23881.69
4, CHANDIGARH,2019,1,2204,26085,418.2,4790,72445,1319.12,7882,100227,2139.04
5, UTTARAKHAND,2019,1,10088,511651,8468.94,7144,313431,16091.18,21157,409320,12838.92
6, HARYANA,2019,1,58093,2301008,43563.88,51736,1963267,56114.18,85331,1493020,53206.08
7, DELHI,2019,1,54367,785793,30467.73,116143,1571190,38005.5,109533,1387926,43186.63
8, RAJASTHAN,2019,1,61346,1355807,29686.66,44920,1260677,29189.49,86275,1056100,32943.98
9, UTTAR PRADESH,2019,1,100021,2876550,58846.58,66301,1204694,46026.73,159299,2167683,64878.27
10, BIHAR,2019,1,5207,253109,5927.09,6030,56026,2238.9,50759,697147,13430.9
11, SIKKIM,2019,1,98,3305,56.5,171,6618,1870.4,1439,24773,735.3
12, ARUNACHAL PRADESH,2019,1,106,3276,46.02,195,1867,80.22,2231,21504,431.54
13, NAGALAND,2019,1,59,632,23.17,265,5021,96.82,2167,19413,423.21
14, MANIPUR,2019,1,40,3000,49.9,78,393,9.52,2235,22612,536.91
15, MIZORAM,2019,1,13,841,9.19,80,703,171.68,1412,14854,348.33
16, TRIPURA,2019,1,626,15910,278.26,288,1691,169.64,3453,29845,727.25
17, MEGHALAYA,2019,1,244,10014,173.87,360,32627,507.97,2893,29663,678.88
18, ASSAM,2019,1,9590,333109,6122.28,7964,135439,4827.87,21470,248434,8329.98
19, WEST BENGAL,2019,1,35216,1174854,35022.4,36119,632068,26931.21,54485,872787,33154.55
20, JHARKHAND,2019,1,8066,383496,9217.39,6583,207569,12220.47,22175,356890,11669.46
21, ODISHA,2019,1,11445,613639,12706.8,5027,192942,17843.38,26881,361375,14049.76
22, CHHATTISGARH,2019,1,5018,182888,5532.94,7348,179137,11887.43,21401,352299,10844.52
23, MADHYA PRADESH,2019,1,14523,288880,7392.57,18227,372408,18380.25,62756,811370,25243.75
24, GUJARAT,2019,1,103012,2900099,73337.08,116568,3847365,86001.2,114876,1371163,61671.65
25, DAMAN AND DIU,2019,1,1077,34521,1039.56,1666,189092,4738.51,2331,77185,4576.44
26, DADRA AND NAGAR HAVELI,2019,1,1212,54139,1924.1,1961,269661,9800.9,2965,116893,8050.12
27, MAHARASHTRA,2019,1,115060,4553614,113724.71,99706,2979283,104177.74,178784,2270374,100749.22
29, KARNATAKA,2019,1,79284,2831778,52673.34,42094,1269899,44014.13,91237,1375092,49578.3
30, GOA,2019,1,1383,68264,1051.58,1468,54193,4102.85,6849,97515,3375.94
31, LAKSHADWEEP,2019,1,0,0,0,1,1,0.01,36,311,8.54
32, KERALA,2019,1,30903,1023584,15707.32,12579,157366,6267.71,47838,649775,15124.49
33, TAMIL NADU,2019,1,64441,2873017,61321.74,61037,1555990,56887.4,94987,1346552,60006.29
34, PUDUCHERRY,2019,1,836,25350,819.29,1886,94570,2796.8,4867,82307,2373.53
35, ANDAMAN AND NICOBAR,2019,1,16,217,6.01,45,192,16.24,898,7955,200.26
36, TELANGANA,2019,1,26105,1011310,22354.39,25524,524008,22038.56,51109,767823,27233.44
37, ANDHRA PRADESH,2019,1,30280,1100019,20425.15,18804,362391,22880.49,61778,688454,27422.3
97, Other Territory,2019,1,2,65,35.12,22,2331,1192.7,267,7814,1338.12
1, JAMMU AND KASHMIR,2019,2,3715,95262,1638.41,1901,25377,1620.28,14121,125241,3616.07
2, HIMACHAL PRADESH,2019,2,6611,195056,3869.11,4590,239628,9393.17,18170,246461,7511.33
3, PUNJAB,2019,2,50677,1117374,28919.89,41828,685671,20729.57,60915,736047,22530.79
4, CHANDIGARH,2019,2,2175,25141,431.47,4831,71000,1363.64,7962,100383,2122.06
5, UTTARAKHAND,2019,2,10146,512263,8641.82,7032,305088,15901.23,21082,401603,11716.43
6, HARYANA,2019,2,57752,2257169,42391,51239,1917447,54765.38,84813,1451072,50741.66
7, DELHI,2019,2,55235,782767,30821.18,116832,1513673,36819.65,109386,1371118,40624.56
8, RAJASTHAN,2019,2,61507,1310601,28659.44,44742,1241601,27928.4,84518,999225,31044.24
9, UTTAR PRADESH,2019,2,100282,2761796,56826.17,65826,1162708,44008.29,159558,2059332,60719.63
10, BIHAR,2019,2,6057,302448,6352.03,6151,60367,2520.87,52045,638764,13071.35
11, SIKKIM,2019,2,114,2816,51.91,160,5735,1729.51,1421,23735,658.44
12, ARUNACHAL PRADESH,2019,2,92,2506,34.24,168,1757,69.97,2215,19176,401.89
13, NAGALAND,2019,2,68,797,40.43,248,4229,93.23,2247,20798,454.65
14, MANIPUR,2019,2,38,2819,44.9,79,354,12.92,2222,22226,518.7
15, MIZORAM,2019,2,18,754,10.02,84,986,209.26,1434,18756,359.39
16, TRIPURA,2019,2,673,15809,279.06,292,1564,146.04,3685,31737,734.73
17, MEGHALAYA,2019,2,254,11079,197.06,327,28551,523.3,2922,31323,735.11
