state_code,state_name,YEAR,MONTH,no_suppliers_intra_state,no_eway_bills_intra_state,asset_value_intra_state,no_suppliers_inter_state_outward,no_eway_bills_inter_state_outward,asset_value_inter_state_outward,no_suppliers_inter_state_inward,no_eway_bills_inter_state_inward,asset_value_inter_state_inward
37,ANDHRA PRADESH,2023,11,38070,2209382,34172.7395,23324,528657,40197.8969,77207,1107624,41476.6505
38,LADAKH,2023,11,167,2194,51.1132,97,436,35.3579,1495,12463,414.414
97,Other Territory,2023,11,7,232,597.5998,31,3733,882.2359,317,12636,2512.2255
1,JAMMU AND KASHMIR,2023,10,8267,283999,4801.4078,4132,51040,3183.0696,22233,278363,7760.4855
2,HIMACHAL PRADESH,2023,10,9755,348672,7271.1418,6234,345532,14285.1936,27355,419026,12578.7101
3,PUNJAB,2023,10,77331,2434714,54808.145,58039,1476162,39713.6853,81417,1250351,41015.5887
4,CHANDIGARH,2023,10,2572,32863,509.7059,5454,101149,1992.0306,9611,185089,3767.4076
5,UTTARAKHAND,2023,10,15437,829083,13609.0145,10419,435054,21903.2612,33506,692036,18835.6325
6,HARYANA,2023,10,84740,4600706,79540.7358,74146,5672663,107279.292,120924,2696198,101013.2094
7,DELHI,2023,10,79617,1339300,41551.0765,138782,2186153,57637.0463,147513,3187436,68922.8614
8,RAJASTHAN,2023,10,70974,2036084,53550.1563,59252,1752162,52075.6851,124206,1911538,67756.3183
9,UTTAR PRADESH,2023,10,150798,5618137,101448.1726,100210,2291821,84066.7327,232963,3775651,107677.3225
10,BIHAR,2023,10,12039,729264,13058.3556,9437,106390,4119.9831,68593,962111,21500.2236
11,SIKKIM,2023,10,172,7864,161.0543,175,4763,2430.9724,2267,32853,820.6104
12,ARUNACHAL PRADESH,2023,10,338,6158,139.7308,306,2925,154.3424,3893,43634,876.8414
13,NAGALAND,2023,10,194,3023,79.3988,371,4999,160.4668,2985,40771,691.0064
14,MANIPUR,2023,10,169,3805,112.8338,165,1802,143.2333,2828,37136,790.8066
15,MIZORAM,2023,10,60,1957,29.2874,94,1085,15.1126,2186,32475,575.9549
16,TRIPURA,2023,10,1945,44788,886.4808,556,3421,320.1007,4780,44805,1111.7336
17,MEGHALAYA,2023,10,549,18793,437.1594,521,28620,683.6052,4060,52046,1275.6699
18,ASSAM,2023,10,15276,590063,11575.2273,11307,232907,7902.2078,29606,414410,13904.5616
19,WEST BENGAL,2023,10,53115,2481274,56450.6897,45223,1102403,42885.7324,71327,1357627,51234.5294
20,JHARKHAND,2023,10,11421,652990,16861.7447,8905,253830,18989.7935,30783,525565,18747.8037
21,ODISHA,2023,10,19326,1244883,26441.1611,7893,362101,32731.7361,39176,572966,25227.8199
22,CHHATTISGARH,2023,10,8708,410745,13027.8332,9537,225727,18716.4278,29322,563734,19862.6444
23,MADHYA PRADESH,2023,10,30501,1193105,26947.0582,24931,623216,29429.5665,88611,1302461,42189.4712
24,GUJARAT,2023,10,185329,6216787,163310.3241,154831,6002328,154638.111,161525,2472560,117407.5375
25,DAMAN AND DIU,2023,10,0,0,0,1,1,0.4163,36,58,2.139
26,DADRA AND NAGAR HAVELI,2023,10,3089,129098,5411.7886,4016,479273,19239.3397,5915,204989,15771.9993
27,MAHARASHTRA,2023,10,170884,10267900,224185.439,127957,5322471,177166.672,237437,4016036,183071.9929
29,KARNATAKA,2023,10,116637,6375456,105558.8588,59877,2801102,78222.1312,130870,2555350,91195.5934
30,GOA,2023,10,2143,119800,2336.2382,1881,72620,5308.6281,9008,166183,5362.477
31,LAKSHADWEEP,2023,10,0,0,0,0,0,0,60,392,6.605
32,KERALA,2023,10,46614,1795689,25938.7165,17988,228848,10297.8362,58308,759231,20125.3577
33,TAMIL NADU,2023,10,132503,7291235,140541.4263,79457,2606388,104963.2729,135068,2847421,107002.9683
34,PUDUCHERRY,2023,10,1349,52528,1767.694,2261,131664,4314.9024,6527,148341,4017.8813
35,ANDAMAN AND NICOBAR,2023,10,96,2283,50.5601,103,338,47.5048,1167,11398,259.3475
36,TELANGANA,2023,10,52174,2918889,49893.9181,35592,905445,39051.628,72986,1596850,49338.6171
37,ANDHRA PRADESH,2023,10,37647,2253035,35879.3136,23685,572194,42658.7482,78548,1166442,43497.8451
38,LADAKH,2023,10,152,2881,66.453,112,652,68.0088,1781,21394,628.982
97,Other Territory,2023,10,8,197,69.7514,33,4744,876.7049,289,12688,2748.5278
1,JAMMU AND KASHMIR,2023,9,8232,289163,4893.6362,4275,51316,3373.8031,21370,249128,7955.6791
2,HIMACHAL PRADESH,2023,9,9606,335127,7221.9074,6120,345368,14424.3954,25362,386224,12076.3114
3,PUNJAB,2023,9,74626,2316202,53600.8882,55800,1303055,38323.679,77460,1126491,39690.2198
4,CHANDIGARH,2023,9,2514,30947,506.2151,5391,97451,2030.4048,9259,162741,3613.0343
5,UTTARAKHAND,2023,9,14791,764673,12525.2137,10110,429350,21425.076,30165,612295,17864.693
6,HARYANA,2023,9,82453,4056323,75838.7235,72317,5080345,102675.4292,115045,2495360,103410.1024
7,DELHI,2023,9,78322,1249588,39043.079,134228,1963080,54416.3698,140054,2664283,64657.1762
8,RAJASTHAN,2023,9,65385,1811761,47193.994,56388,1557832,48084.6285,111542,1612546,62052.9994
9,UTTAR PRADESH,2023,9,143490,5043367,97871.5728,96057,2148829,83295.9208,212877,3095444,103176.8452
10,BIHAR,2023,9,11523,719540,12997.964,9360,110129,4024.9396,64012,837554,20476.6236
11,SIKKIM,2023,9,193,12063,231.274,230,7278,3302.8664,2705,49886,1147.745
12,ARUNACHAL PRADESH,2023,9,341,5984,117.7775,300,3089,132.5331,3819,44210,902.9578
13,NAGALAND,2023,9,197,2914,72.5011,366,6296,240.068,2905,39948,757.8254
14,MANIPUR,2023,9,146,3488,97.1357,132,1419,80.4586,2586,29249,608.7464
15,MIZORAM,2023,9,66,1815,28.3697,106,1009,24.1252,2145,31462,555.6231
16,TRIPURA,2023,9,1904,45312,839.5574,593,3665,280.5048,5366,52391,1294.4118
17,MEGHALAYA,2023,9,535,18415,409.9221,495,27849,658.4733,3974,50351,1257.0922
18,ASSAM,2023,9,15146,602917,11831.4236,11254,229509,7974.5066,30731,485164,14118.468
19,WEST BENGAL,2023,9,55517,2788146,61329.9669,46662,1158050,44228.1365,73765,1524904,57348.9526
20,JHARKHAND,2023,9,11209,642699,16580.5335,8906,256763,19525.1796,30620,522612,18461.9116
21,ODISHA,2023,9,18670,1180599,24810.8919,7801,351827,32072.4066,37299,529627,24239.3547
22,CHHATTISGARH,2023,9,8049,355514,12162.6173,9186,203134,18084.2099,27413,483732,18633.0005
23,MADHYA PRADESH,2023,9,27023,1006504,20442.7081,22956,569793,27260.4076,79575,1029321,37413.1704
24,GUJARAT,2023,9,175188,5529275,147852.0798,147784,4903878,146059.8283,152946,2317578,108321.9672
25,DAMAN AND DIU,2023,9,0,0,0,1,1,0.0013,14,22,0.8679
26,DADRA AND NAGAR HAVELI,2023,9,3102,127742,5338.9181,3987,472099,19515.4143,5845,199341,15445.3979
27,MAHARASHTRA,2023,9,162803,8755850,203919.7225,123214,4857832,174319.7972,222419,3591501,167861.0199
29,KARNATAKA,2023,9,114284,5660401,99978.5381,58168,2534975,77859.8388,126992,2415562,92232.5031
30,GOA,2023,9,2089,105672,2020.8595,1854,66687,5048.5358,8398,136134,4908.1741
31,LAKSHADWEEP,2023,9,0,0,0,1,1,0.031,49,339,3.2368
32,KERALA,2023,9,46148,1874628,26520.038,17819,229997,10155.5883,57085,704182,20313.1783
33,TAMIL NADU,2023,9,131168,7265026,148298.6451,78464,2546922,110862.5396,130482,2666806,104306.95
34,PUDUCHERRY,2023,9,1321,55226,2037.5038,2196,130571,4554.3096,6374,143428,4159.4994
35,ANDAMAN AND NICOBAR,2023,9,90,2322,48.9249,101,346,40.0812,1200,13038,263.1928
36,TELANGANA,2023,9,49386,2595813,46826.2432,34344,849585,38851.8482,70693,1590749,49422.5902
37,ANDHRA PRADESH,2023,9,36436,2184229,35155.9009,22865,537924,41388.847,75704,1047972,42252.1747
38,LADAKH,2023,9,158,3409,71.8801,108,568,37.8652,1849,24353,616.8254
97,Other Territory,2023,9,8,172,64.7205,32,4260,733.4162,305,14479,2920.3195
1,JAMMU AND KASHMIR,2023,8,8268,294597,5018.8937,4197,52226,3611.723,20745,222962,8181.416
2,HIMACHAL PRADESH,2023,8,9414,309811,6657.6489,5933,337461,13718.1621,23203,357404,11480.2594
3,PUNJAB,2023,8,72653,2294411,52521.5812,53218,1193430,36313.2319,76353,1096718,38618.2701
4,CHANDIGARH,2023,8,2470,30574,487.4947,5277,94203,1886.9154,9125,162107,3195.1655
5,UTTARAKHAND,2023,8,14344,712158,12591.5331,9833,429275,20566.2654,28952,581211,17245.7646
6,HARYANA,2023,8,79407,3918043,70012.53,70619,4691450,94935.5203,112743,2454320,92329.7387
7,DELHI,2023,8,76547,1208234,37239.3286,132319,1846366,50863.2702,139111,2640135,61396.3758
8,RAJASTHAN,2023,8,65503,1878622,47706.6835,56014,1540021,46393.879,110909,1581776,59214.9171
9,UTTAR PRADESH,2023,8,141220,4943652,94132.6712,93751,2108464,79224.0757,207356,2885731,99535.8973
10,BIHAR,2023,8,11254,705313,12688.5539,9324,107980,3954.0565,59769,698463,19215.1075
11,SIKKIM,2023,8,181,13169,259.6532,207,7043,3335.4877,2631,49071,1135.5665
12,ARUNACHAL PRADESH,2023,8,333,6104,117.5314,278,2651,113.9794,3764,42416,873.8823
13,NAGALAND,2023,8,207,3301,86.8463,366,4864,175.1787,2807,39379,644.157
14,MANIPUR,2023,8,138,3472,99.2851,129,1109,79.6631,2498,26568,571.4022
15,MIZORAM,2023,8,62,1878,30.7448,102,646,20.2302,2124,32707,525.0877
16,TRIPURA,2023,8,1815,43497,771.2632,563,3422,298.2301,5067,51837,1201.6857
17,MEGHALAYA,2023,8,519,16985,376.218,501,28895,669.4205,3897,50081,1307.0334
18,ASSAM,2023,8,15120,607846,11479.4047,11162,227965,7631.5054,28842,409051,13203.1541
19,WEST BENGAL,2023,8,55367,2841146,59677.8541,46443,1100371,44709.9171,73266,1490193,53738.782
20,JHARKHAND,2023,8,11053,640130,16340.251,8711,252396,18274.6425,29177,481187,18417.7241
21,ODISHA,2023,8,18950,1209244,25528.9179,7816,365607,33677.4919,36629,492726,22909.4746
22,CHHATTISGARH,2023,8,7685,366399,12037.4706,9154,208557,18743.2325,26988,525074,19220.881
23,MADHYA PRADESH,2023,8,27321,1054798,21011.053,23124,555744,26639.5939,80361,1101917,37422.7436
24,GUJARAT,2023,8,177581,5839797,153484.0377,148791,4871604,148600.3671,153406,2303941,112851.2384
25,DAMAN AND DIU,2023,8,0,0,0,1,4,0.0069,18,23,1.0425
26,DADRA AND NAGAR HAVELI,2023,8,3097,137006,5805.3251,3958,474746,19939.4089,5817,205941,15539.0225
27,MAHARASHTRA,2023,8,164788,9274854,207355.363,125078,4942143,172878.9543,224921,3635909,169317.5624
29,KARNATAKA,2023,8,116376,6132852,102703.0559,59587,2584468,76550.5622,129006,2492259,88142.3184
30,GOA,2023,8,2103,117488,2141.7955,1896,74430,5701.6145,8519,156684,5207.3107
31,LAKSHADWEEP,2023,8,0,0,0,4,5,0.1315,38,241,4.111
32,KERALA,2023,8,48201,2109149,30950.7283,17608,218286,9592.1672,62279,886108,24689.1839
33,TAMIL NADU,2023,8,131424,7396727,145403.3943,80415,2629483,102110.1555,129766,2517498,105520.2468
34,PUDUCHERRY,2023,8,1327,54532,1760.0177,2272,130814,4226.4829,6395,140859,3997.3932
35,ANDAMAN AND NICOBAR,2023,8,108,2642,59.8684,107,423,39.5889,1186,10925,257.9251
36,TELANGANA,2023,8,50211,2778332,48441.3785,35141,907467,38286.0301,71442,1507760,49083.2037
37,ANDHRA PRADESH,2023,8,37367,2251627,36951.1166,23298,562254,44379.0027,77668,1133857,42902.4514
38,LADAKH,2023,8,162,3250,66.1114,95,478,34.6,1798,21966,589.672
97,Other Territory,2023,8,6,173,91.7775,34,4729,989.6997,304,13526,3544.3353
1,JAMMU AND KASHMIR,2023,7,7845,278052,4885.2114,3951,49811,3422.58,20067,215171,7605.7482
2,HIMACHAL PRADESH,2023,7,9103,292195,6284.7778,5753,309368,12859.8795,22729,339590,11012.972
3,PUNJAB,2023,7,68802,2050350,47118.4919,50670,1033433,33157.6847,72582,960646,36397.3293
4,CHANDIGARH,2023,7,2289,27106,429.2509,5116,84421,1723.3758,8668,145168,2986.5812
5,UTTARAKHAND,2023,7,13958,676594,11340.1067,9433,381862,18264.4786,27310,536270,15939.8218
6,HARYANA,2023,7,77779,3940061,66959.8491,69036,4550550,91551.5503,108629,2259078,89199.1677
7,DELHI,2023,7,73415,1120910,35529.7696,128071,1687057,48132.1939,134013,2385452,57305.3725
8,RAJASTHAN,2023,7,63494,1773335,44817.3507,54760,1433603,44370.3026,107070,1464676,53520.8291
9,UTTAR PRADESH,2023,7,135380,4791199,88054.451,90051,1904993,74388.3162,197309,2713281,95226.1456
10,BIHAR,2023,7,10868,736836,12768.4098,9285,108557,3774.1946,58175,619978,19179.0312
11,SIKKIM,2023,7,180,13768,297.6514,232,7391,3443.6569,2619,48113,1306.5599
12,ARUNACHAL PRADESH,2023,7,281,5604,105.0133,275,2279,120.1818,3642,39924,817.7134
13,NAGALAND,2023,7,186,2611,77.2929,341,3987,143.5105,2803,36255,628.2204
14,MANIPUR,2023,7,107,2990,83.2956,121,1187,78.3821,2278,20967,584.449
15,MIZORAM,2023,7,57,1839,26.7938,101,635,17.2175,2096,28667,564.7891
16,TRIPURA,2023,7,1798,46329,865.951,550,3581,309.3472,4740,45091,1128.0181
17,MEGHALAYA,2023,7,472,15564,353.8499,479,28966,641.4271,3676,44645,1162.4206
18,ASSAM,2023,7,14527,569907,10922.8934,10933,212831,7653.7019,27093,354480,12470.7963
19,WEST BENGAL,2023,7,52242,2626837,56625.7648,44375,970168,42805.6544,69557,1304235,51191.6855
20,JHARKHAND,2023,7,10851,639184,16596.7534,8644,252072,17619.241,28690,440293,18671.0242
21,ODISHA,2023,7,18517,1189290,25607.2728,7877,350365,31792.2507,35515,469340,23498.0194
22,CHHATTISGARH,2023,7,7310,364211,11845.5718,8979,210637,18463.0683,26359,456206,18105.2145
23,MADHYA PRADESH,2023,7,26214,1070645,21585.2822,23167,550323,26973.3644,77537,1027483,36677.4269
24,GUJARAT,2023,7,170994,5418563,145272.3404,143993,4022646,141439.6145,149030,2173225,107280.3592
25,DAMAN AND DIU,2023,7,0,0,0,0,0,0,15,28,1.4353
26,DADRA AND NAGAR HAVELI,2023,7,3094,135758,5519.0673,3945,470954,19420.4041,5588,199474,15344.9104
27,MAHARASHTRA,2023,7,157756,8904109,198092.5021,120507,4705255,166187.138,214707,3326995,161098.9362
29,KARNATAKA,2023,7,112795,5748309,96960.0391,58433,2496668,74079.6598,122860,2325313,87207.046
30,GOA,2023,7,1986,98944,1863.1341,1825,71500,5396.4929,7850,144354,4940.351
31,LAKSHADWEEP,2023,7,0,0,0,2,3,0.3436,41,276,5.8161
32,KERALA,2023,7,46248,1855820,27249.6081,17439,197628,9458.3835,59501,882030,23076.013
33,TAMIL NADU,2023,7,128071,7093105,137364.9829,78802,2523631,102737.5514,127380,2482424,104002.1744
34,PUDUCHERRY,2023,7,1290,53505,1529.163,2220,132124,4295.0984,6292,138326,3648.7993
35,ANDAMAN AND NICOBAR,2023,7,79,2479,42.0671,117,385,47.4511,1159,10663,251.38
36,TELANGANA,2023,7,48053,2579683,45489.5184,33727,842339,35662.1132,68636,1331548,46961.5462
37,ANDHRA PRADESH,2023,7,36267,2111269,35104.3737,22725,521519,42295.8371,74146,1052315,42463.2775
38,LADAKH,2023,7,128,2851,59.728,77,338,12.1509,1726,20548,537.7926
97,Other Territory,2023,7,7,123,54.3336,31,3333,916.5121,347,12771,2507.0053
1,JAMMU AND KASHMIR,2023,6,7745,276972,4664.9203,3956,47955,3295.4435,20816,222284,7464.129
2,HIMACHAL PRADESH,2023,6,9474,333334,7119.7584,6021,330368,13600.9389,24318,362472,11451.2394
3,PUNJAB,2023,6,68526,2103253,48120.1667,51185,1039621,33349.342,73755,983245,36151.0387
4,CHANDIGARH,2023,6,2279,27441,455.6426,5232,87287,1909.0507,8822,146951,2979.3995
5,UTTARAKHAND,2023,6,14371,678383,12004.1959,9777,396055,19638.2521,29154,548608,16650.0983
6,HARYANA,2023,6,78332,3611981,63785.8308,69361,4092289,89308.3978,110859,2229077,84571.5948
7,DELHI,2023,6,73669,1126976,36016.8331,129250,1712253,47130.0541,134270,2188550,56541.5774
8,RAJASTHAN,2023,6,63002,1743933,43016.9497,54482,1407619,43414.7581,107414,1413880,51313.2206
9,UTTAR PRADESH,2023,6,137854,4813291,91302.8635,92170,1919555,72735.3272,203756,2637910,93162.0265
10,BIHAR,2023,6,10724,752706,13919.4207,9332,104175,3701.6393,59493,634109,19399.5745
11,SIKKIM,2023,6,173,13702,289.9214,210,7678,3554.9716,2681,52229,1368.2661
12,ARUNACHAL PRADESH,2023,6,290,6900,132.5039,287,2250,110.7108,3740,42445,863.7021
13,NAGALAND,2023,6,207,2885,86.7268,351,3514,134.0965,2798,38822,650.9457
14,MANIPUR,2023,6,61,2032,61.3617,118,1057,51.2626,1915,17383,461.5276
15,MIZORAM,2023,6,56,1716,26.9863,99,642,23.2767,2123,33845,558.1016
16,TRIPURA,2023,6,1743,41882,791.5437,559,3331,297.9664,4519,40619,996.1597
17,MEGHALAYA,2023,6,485,16218,387.602,565,28253,645.2744,3903,46460,1201.4642
18,ASSAM,2023,6,14551,569847,10572.9525,11089,219281,7355.05,27388,349730,12237.4322
19,WEST BENGAL,2023,6,52267,2598860,56841.6118,44704,978704,42021.5517,68979,1197236,49469.1534
20,JHARKHAND,2023,6,10776,674842,17061.3748,8888,253175,18665.3607,28618,439036,18037.0298
21,ODISHA,2023,6,18220,1162610,25263.4126,7672,328037,31632.6715,35444,466086,23583.7749
22,CHHATTISGARH,2023,6,7256,380908,12233.1056,8902,207860,18608.0005,26320,441518,18948.6501
23,MADHYA PRADESH,2023,6,25617,1098423,22726.1072,22763,549972,27235.5218,77665,986893,37356.5077
24,GUJARAT,2023,6,168072,5097974,139292.3527,142877,3837291,133202.9316,145787,2028176,101447.5513
25,DAMAN AND DIU,2023,6,0,0,0,0,0,0,21,33,2.1855
26,DADRA AND NAGAR HAVELI,2023,6,3056,129680,5454.2533,3921,448578,18947.3178,5605,193447,14722.5334
27,MAHARASHTRA,2023,6,157013,8822737,200355.4365,120798,4469531,167379.3891,214502,3207088,156883.6986
29,KARNATAKA,2023,6,112711,5721637,98186.5265,57178,2386306,74092.8045,123436,2246815,83734.9066
30,GOA,2023,6,2007,110123,1955.8599,1904,71914,5534.6915,8055,138593,4785.6736
31,LAKSHADWEEP,2023,6,0,0,0,2,2,0.0848,41,280,3.6589
32,KERALA,2023,6,46301,1863665,26084.2421,17263,187164,8846.8781,59136,801976,21673.8408
33,TAMIL NADU,2023,6,125179,6897197,132092.553,77603,2483655,102524.8099,125531,2377429,97743.0683
34,PUDUCHERRY,2023,6,1276,50791,1754.8041,2202,128044,4420.7882,6125,135022,3808.1552
35,ANDAMAN AND NICOBAR,2023,6,74,2156,41.9658,120,434,52.4524,1167,10227,261.8492
36,TELANGANA,2023,6,47793,2579230,46463.6911,33973,851985,37163.5229,67908,1283065,45976.5854
37,ANDHRA PRADESH,2023,6,36175,2124634,35392.606,22571,525735,41388.7094,73289,1029000,42515.6833
38,LADAKH,2023,6,127,2894,60.1382,78,419,17.4763,1855,22706,606.6925
97,Other Territory,2023,6,7,162,68.5926,35,3389,832.2946,354,11818,2757.7116
1,JAMMU AND KASHMIR,2023,5,7859,282959,4763.1486,4198,51543,3473.5728,21640,244090,7680.4648
2,HIMACHAL PRADESH,2023,5,9491,333482,7522.6892,6093,328836,14017.8461,25021,372549,12100.5538
3,PUNJAB,2023,5,69547,2106951,48762.2245,51859,1074052,34392.9561,75324,1024971,37204.3032
4,CHANDIGARH,2023,5,2353,28467,448.9391,5331,93503,1894.4184,8943,151105,3004.069
5,UTTARAKHAND,2023,5,14599,748708,13160.6742,10037,402823,20839.118,30040,584977,17785.3115
6,HARYANA,2023,5,79398,3774395,66932.7927,69739,4190465,91082.3928,111865,2268877,88246.9278
7,DELHI,2023,5,75532,1161095,37515.9753,131610,1800633,50314.8053,136228,2300649,58177.1833
8,RAJASTHAN,2023,5,64966,1763333,45588.3534,56047,1581367,46123.8021,110657,1486953,55701.2218
9,UTTAR PRADESH,2023,5,140008,4986511,93360.7382,92773,1958715,72387.2996,212153,2980078,94841.1927
10,BIHAR,2023,5,10794,739916,13581.1305,9400,106858,4002.8988,65515,886999,21631.203
11,SIKKIM,2023,5,169,13480,257.9964,222,7412,3289.5223,2785,54624,1358.0162
12,ARUNACHAL PRADESH,2023,5,298,6260,109.23,295,2262,129.2349,3921,44383,970.6433
13,NAGALAND,2023,5,191,2898,89.5745,366,5383,175.6201,2862,39964,705.9653
14,MANIPUR,2023,5,87,1542,40.4877,137,776,40.0825,2033,16136,371.7408
15,MIZORAM,2023,5,66,2287,41.7611,108,757,36.4817,2130,32497,626.0091
16,TRIPURA,2023,5,1786,49444,999.6714,591,3465,351.0273,4839,47492,1166.2409
17,MEGHALAYA,2023,5,538,24018,527.6327,701,41920,857.5588,3942,54256,1341.6588
18,ASSAM,2023,5,15021,642628,11700.5625,11349,224860,7501.9315,28812,386182,13541.2867
19,WEST BENGAL,2023,5,52642,2624973,58116.6224,45771,1048040,43202.4877,70547,1283599,51162.4155
20,JHARKHAND,2023,5,10980,659925,16792.9995,9123,268039,19177.5202,29680,497166,19527.9264
21,ODISHA,2023,5,18779,1264366,28045.9714,7989,350775,33437.9328,37285,538934,25280.5174
22,CHHATTISGARH,2023,5,7321,380292,12668.6749,9239,219217,21939.7799,26536,463915,19643.0197
23,MADHYA PRADESH,2023,5,26257,1063525,22145.4006,23144,571856,26712.9632,79628,1069756,37470.9869
24,GUJARAT,2023,5,170716,5391754,148361.9514,145323,4561351,143152.9881,147002,2081271,109534.0125
25,DAMAN AND DIU,2023,5,0,0,0,0,0,0,13,20,0.8499
26,DADRA AND NAGAR HAVELI,2023,5,2987,127223,5620.4534,3946,443196,18719.5143,5677,195864,15169.0589
27,MAHARASHTRA,2023,5,158217,8680011,200812.9038,121548,4497269,167845.1644,218421,3290892,163908.9184
29,KARNATAKA,2023,5,112591,5665241,94726.6279,56603,2345994,73618.7477,122987,2249823,84939.2651
30,GOA,2023,5,2022,118242,2140.43,1912,71026,5422.4683,8231,139587,5189.4406
31,LAKSHADWEEP,2023,5,1,1,0.1147,2,3,0.1435,51,415,6.7402
32,KERALA,2023,5,47138,2030071,28492.4268,17459,191250,9464.0331,59978,794208,22340.518
33,TAMIL NADU,2023,5,123382,6705078,129907.7601,77326,2507041,101835.5878,124549,2257365,100501.9663
34,PUDUCHERRY,2023,5,1225,50716,1628.8852,2172,124011,3987.9877,6130,133260,3615.1954
35,ANDAMAN AND NICOBAR,2023,5,83,2598,63.3214,107,468,55.0755,1121,10583,239.8592
36,TELANGANA,2023,5,48084,2604209,45239.994,34203,843459,36707.0174,67915,1301927,46637.9909
37,ANDHRA PRADESH,2023,5,37112,2081015,35165.8111,23072,522002,41332.9556,72650,1055348,42421.4945
38,LADAKH,2023,5,129,2679,55.1354,66,393,23.5873,1971,22882,621.5181
97,Other Territory,2023,5,6,156,89.1527,31,3626,887.7608,351,13068,2781.0639
1,JAMMU AND KASHMIR,2023,4,7251,249022,4325.051,3604,42624,2948.2077,21012,228589,7312.9229
2,HIMACHAL PRADESH,2023,4,9575,317077,6879.1168,5969,306845,13249.3711,25523,367189,12077.9987
3,PUNJAB,2023,4,69355,1957440,47214.4693,51679,1058258,33857.5945,75447,1023491,36340.3443
4,CHANDIGARH,2023,4,2268,27438,434.4679,5258,92687,1876.9308,9040,147040,3082.5455
5,UTTARAKHAND,2023,4,14309,702783,12711.7669,9718,376179,19461.2494,30387,562511,17555.6558
6,HARYANA,2023,4,77464,3451042,63712.1641,68887,4012397,88353.5499,110826,2220737,86052.2421
7,DELHI,2023,4,73602,1135412,37452.0726,130931,1799385,49259.5984,134635,2240446,56515.3662
8,RAJASTHAN,2023,4,64652,1694089,46374.7414,55623,1526540,46488.9481,111964,1547012,54662.5498
9,UTTAR PRADESH,2023,4,136841,4676690,90351.3916,91559,1897561,71570.0804,211125,3067958,95587.6575
10,BIHAR,2023,4,10836,714696,13247.0585,9276,111703,4572.6674,66260,903062,21060.9771
11,SIKKIM,2023,4,174,12815,243.3599,203,7164,3265.3661,2801,53376,1284.2529
12,ARUNACHAL PRADESH,2023,4,298,6050,122.5338,289,2259,128.0433,3973,43567,992.3062
13,NAGALAND,2023,4,185,2726,64.3367,365,8787,270.1442,2813,36387,680.1898
14,MANIPUR,2023,4,176,5696,158.0378,180,902,40.8328,3110,44643,998.0074
15,MIZORAM,2023,4,53,1624,24.9919,101,584,35.2987,2073,29312,552.9604
16,TRIPURA,2023,4,1694,43493,816.2718,493,2870,281.4117,4692,43891,1096.3441
17,MEGHALAYA,2023,4,467,22211,467.8707,614,40217,862.505,3997,50830,1374.533
18,ASSAM,2023,4,14494,579517,10955.2489,11377,227669,7474.9202,28198,363514,13378.1444
19,WEST BENGAL,2023,4,51306,2435424,56518.496,45240,999815,42333.8622,70050,1247671,50281.3557
20,JHARKHAND,2023,4,11094,639034,16424.9136,9130,260574,18706.8716,29685,501363,19075.2014
21,ODISHA,2023,4,18498,1234205,27490.1923,7651,335931,32697.6211,36890,514622,24560.626
22,CHHATTISGARH,2023,4,7014,359195,11987.8175,9200,209845,19544.2405,26886,479332,19916.8872
23,MADHYA PRADESH,2023,4,26353,978817,21374.2808,23256,555729,27641.6547,80525,1121547,37394.4198
24,GUJARAT,2023,4,168363,5146595,145999.3326,145706,4918808,139928.0413,147443,2046277,105862.9637
25,DAMAN AND DIU,2023,4,0,0,0,0,0,0,11,20,0.5968
26,DADRA AND NAGAR HAVELI,2023,4,2972,120194,5103.8381,3932,425171,18130.7778,5684,186394,14598.311
27,MAHARASHTRA,2023,4,156716,8288901,194026.6697,121567,4538178,165471.4568,217521,3233858,153115.2496
29,KARNATAKA,2023,4,113584,5344350,91859.4769,56875,2286333,70361.0566,123453,2190809,82715.7019
30,GOA,2023,4,2018,111621,2072.506,1840,66453,5089.039,8245,131970,5042.739
31,LAKSHADWEEP,2023,4,0,0,0,0,0,0,49,411,5.6722
32,KERALA,2023,4,45493,1736041,25140.0821,16147,166147,8391.0692,57997,721321,20362.8419
33,TAMIL NADU,2023,4,120194,6327118,121996.6917,76736,2340717,96879.8016,123117,2208830,95791.5538
34,PUDUCHERRY,2023,4,1183,46235,1477.0729,2114,118056,3948.8781,6032,125128,3474.3412
35,ANDAMAN AND NICOBAR,2023,4,76,2353,52.1869,115,419,54.1016,1125,10706,274.3386
36,TELANGANA,2023,4,47495,2492421,44576.2978,33839,822396,36163.4653,66782,1283830,44686.0108
37,ANDHRA PRADESH,2023,4,37236,1980509,33717.1876,23056,512053,41647.4426,72255,1002941,40141.7693
38,LADAKH,2023,4,71,1018,26.0446,37,146,5.9408,1324,10790,330.2556
97,Other Territory,2023,4,8,153,83.8193,37,3725,685.3889,372,11856,2598.9758
1,JAMMU AND KASHMIR,2025,3,10942,352696,6625.4967,3981,51023,3861.8889,23285,302097,9643.7405
2,HIMACHAL PRADESH,2025,3,11210,377099,8381.135,7073,353409,15933.5586,27112,409882,13883.4436
3,PUNJAB,2025,3,87782,2924475,66022.2411,56782,1402816,45077.2917,84197,1338517,46475.5229
4,CHANDIGARH,2025,3,2863,34969,715.6054,5689,127022,2683.6894,9706,226015,4550.717
5,UTTARAKHAND,2025,3,17824,905020,17438.2792,11467,542435,26361.2939,34351,835156,21694.2528
